calculated_host_listings_count,availability_365,neighbourhood_n,room_type_n,price
0.0,0.20821917808219179,0.7136363636363636,0.0,35
0.0,0.0,0.12727272727272726,0.0,113
0.0,0.0,0.35,0.5,850
0.0,0.0,0.05454545454545454,0.0,80
0.3333333333333333,0.3726027397260274,0.24545454545454545,0.0,50
0.0,0.46301369863013697,0.3727272727272727,0.5,75
0.3333333333333333,0.09315068493150686,0.24545454545454545,0.0,50
0.0,0.2410958904109589,0.02727272727272727,0.5,110
0.0,0.0,0.10909090909090909,0.0,30
0.0,0.0,0.10454545454545454,0.5,275
0.0,0.0,0.05454545454545454,0.0,200
0.0,0.35342465753424657,0.05454545454545454,0.5,350
0.0,0.0,0.2909090909090909,0.0,110
0.0,0.7315068493150685,0.02727272727272727,0.5,130
0.0,0.9671232876712329,0.3818181818181818,0.0,80
0.0,0.008219178082191782,0.09545454545454544,0.5,115
0.0,0.0,0.01818181818181818,0.5,125
1.0,0.4191780821917808,0.0,0.5,99
0.0,0.016438356164383564,0.03636363636363636,0.5,185
0.0,0.0684931506849315,0.05454545454545454,0.5,378
0.3333333333333333,0.36164383561643837,0.39999999999999997,0.0,50
0.0,0.821917808219178,0.12727272727272726,0.5,199
1.0,0.0,0.35909090909090907,0.0,39
0.3333333333333333,0.7178082191780822,0.07727272727272727,0.5,125
0.0,0.0,0.12727272727272726,0.5,130
0.3333333333333333,0.2602739726027397,0.2545454545454545,0.5,200
0.0,0.9808219178082191,0.09999999999999999,0.0,150
0.0,0.0,0.09545454545454544,0.0,40
0.0,0.9808219178082191,0.19545454545454544,0.5,300
0.0,1.0,0.44999999999999996,0.5,60
0.0,0.0,0.35,0.5,400
0.0,0.0,0.09090909090909091,0.0,80
0.0,0.0,0.049999999999999996,0.5,275
0.0,0.4191780821917808,0.06818181818181818,0.0,70
0.6666666666666667,0.34794520547945207,0.00909090909090909,0.0,80
0.0,0.0,0.09999999999999999,0.0,48
0.0,0.0,0.4318181818181818,1.0,25
0.3333333333333333,0.6109589041095891,0.20454545454545453,0.5,146
0.0,0.25753424657534246,0.01818181818181818,0.0,60
0.0,0.0,0.3227272727272727,0.5,250
0.0,0.28493150684931506,0.02727272727272727,0.0,65
0.0,0.0,0.06363636363636363,0.5,250
0.0,0.6082191780821918,0.05454545454545454,0.5,139
1.0,0.08493150684931507,0.4318181818181818,0.0,42
0.0,0.0,0.06818181818181818,0.0,40
1.0,0.3972602739726027,0.5181818181818182,0.0,33
0.0,0.0,0.12272727272727273,0.5,550
0.0,0.0,0.049999999999999996,0.5,180
0.0,0.6712328767123288,0.11818181818181818,0.5,900
0.0,0.7698630136986302,0.12272727272727273,0.5,199
0.0,0.0136986301369863,0.39545454545454545,0.0,35
0.0,0.0,0.13636363636363635,0.5,125
0.6666666666666667,0.4931506849315069,0.20909090909090908,0.0,80
0.0,0.7232876712328767,0.3090909090909091,0.5,127
0.6666666666666667,0.3972602739726027,0.17727272727272728,1.0,30
0.0,0.0,0.06818181818181818,0.0,72
0.0,0.0136986301369863,0.19999999999999998,0.0,55
0.3333333333333333,0.3424657534246575,0.09545454545454544,0.0,42
0.0,0.10136986301369863,0.013636363636363636,0.0,58
0.3333333333333333,0.5041095890410959,0.01818181818181818,0.5,120
0.0,0.1315068493150685,0.06818181818181818,0.5,110
0.6666666666666667,0.3561643835616438,0.03636363636363636,0.0,60
0.0,0.7534246575342466,0.02727272727272727,0.5,140
0.3333333333333333,0.7534246575342466,0.5318181818181817,0.5,200
0.0,0.28493150684931506,0.01818181818181818,0.5,300
0.0,0.09863013698630137,0.22272727272727272,0.0,55
0.0,0.0,0.11363636363636363,0.5,125
0.0,0.4246575342465753,0.3136363636363636,0.0,80
0.0,0.0,0.20454545454545453,0.5,150
0.3333333333333333,0.8164383561643835,0.5772727272727273,0.5,87
0.0,0.0,0.03636363636363636,0.5,170
0.3333333333333333,0.7643835616438356,0.18181818181818182,0.5,189
0.6666666666666667,0.736986301369863,0.6272727272727272,0.0,600
0.6666666666666667,0.589041095890411,0.24545454545454545,0.5,85
0.0,0.3013698630136986,0.12727272727272726,0.5,145
0.6666666666666667,0.46301369863013697,0.06818181818181818,0.5,160
0.0,0.008219178082191782,0.10454545454545454,0.5,150
0.3333333333333333,0.2356164383561644,0.05454545454545454,0.5,99
0.0,0.2273972602739726,0.13636363636363635,0.5,70
0.0,0.0136986301369863,0.05454545454545454,0.5,162
0.0,0.0027397260273972603,0.08636363636363636,0.5,220
0.3333333333333333,0.8,0.06363636363636363,0.5,199
0.0,0.0,0.049999999999999996,0.5,175
0.3333333333333333,0.021917808219178082,0.24545454545454545,0.5,250
0.0,0.0,0.35909090909090907,0.0,75
0.0,0.2054794520547945,0.02727272727272727,0.5,100
0.0,0.8,0.12272727272727273,0.5,900
0.3333333333333333,0.9945205479452055,0.20909090909090908,0.0,159
0.6666666666666667,0.40821917808219177,0.031818181818181815,0.0,150
0.0,0.09863013698630137,0.10454545454545454,0.5,120
0.0,0.0,0.2545454545454545,0.5,100
0.6666666666666667,0.3315068493150685,0.35909090909090907,0.0,73
0.0,0.17534246575342466,0.5318181818181817,0.0,54
0.0,0.016438356164383564,0.01818181818181818,0.5,120
0.0,0.0,0.06818181818181818,0.0,50
0.3333333333333333,0.8356164383561644,0.4818181818181818,0.0,37
0.0,0.6794520547945205,0.05454545454545454,0.0,60
0.0,0.0684931506849315,0.05454545454545454,0.0,85
0.0,0.24657534246575344,0.01818181818181818,0.0,75
0.0,0.043835616438356165,0.08636363636363636,0.5,85
0.0,0.0,0.08636363636363636,0.0,70
0.0,0.34794520547945207,0.09545454545454544,0.0,85
0.0,0.0,0.00909090909090909,0.0,81
0.0,0.24383561643835616,0.36818181818181817,0.0,300
0.0,0.0,0.07727272727272727,0.5,350
0.0,0.14794520547945206,0.05454545454545454,0.0,115
0.0,0.06575342465753425,0.20454545454545453,0.0,50
0.6666666666666667,0.9808219178082191,0.46818181818181814,0.0,55
0.0,0.0136986301369863,0.08636363636363636,0.0,95
0.0,0.8547945205479452,0.08636363636363636,0.5,170
0.0,0.6191780821917808,0.00909090909090909,0.5,245
0.3333333333333333,0.0,0.19545454545454544,1.0,90
0.3333333333333333,0.0,0.16818181818181818,0.0,76
0.6666666666666667,0.0,0.13636363636363635,0.0,90
0.0,0.008219178082191782,0.15454545454545454,0.5,300
0.0,0.021917808219178082,0.44545454545454544,0.0,50
0.0,0.03287671232876713,0.3090909090909091,0.5,125
0.6666666666666667,0.4931506849315069,0.1590909090909091,0.5,170
0.0,0.0,0.12727272727272726,0.5,149
0.0,0.9972602739726028,0.08636363636363636,0.0,125
0.0,0.016438356164383564,0.03636363636363636,0.0,84
0.0,0.1863013698630137,0.05454545454545454,0.0,120
0.0,0.0,0.07272727272727272,0.0,49
0.6666666666666667,0.6082191780821918,0.02727272727272727,0.0,65
0.3333333333333333,0.9589041095890412,0.44999999999999996,0.0,75
0.0,0.8410958904109589,0.05909090909090909,0.5,133
0.0,0.0,0.031818181818181815,0.5,142
0.0,0.0,0.06363636363636363,0.5,150
0.3333333333333333,0.06027397260273973,0.0,1.0,45
0.0,0.4383561643835616,0.04090909090909091,0.5,105
0.0,0.3424657534246575,0.00909090909090909,0.0,125
0.0,0.0,0.02727272727272727,0.5,110
0.0,1.0,0.09999999999999999,0.0,150
0.3333333333333333,0.5150684931506849,0.00909090909090909,0.0,120
0.6666666666666667,0.0,0.0,0.5,89
0.6666666666666667,0.4794520547945206,0.06818181818181818,0.5,169
0.0,0.40273972602739727,0.13636363636363635,0.5,85
0.0,0.0,0.07727272727272727,0.5,68
0.0,0.2136986301369863,0.24545454545454545,0.5,115
0.3333333333333333,0.04657534246575343,0.20454545454545453,0.0,250
0.3333333333333333,0.0,0.20454545454545453,0.0,53
0.0,0.6465753424657534,0.03636363636363636,0.5,132
0.0,0.24383561643835616,0.3318181818181818,0.0,40
0.3333333333333333,0.8246575342465754,0.42727272727272725,0.0,66
0.6666666666666667,0.7232876712328767,0.11818181818181818,0.0,120
0.0,0.0,0.08636363636363636,0.0,71
0.0,0.24383561643835616,0.10454545454545454,0.5,200
0.6666666666666667,0.7890410958904109,0.24545454545454545,0.0,40
0.0,0.3972602739726027,0.06363636363636363,0.0,110
0.0,0.0,0.07272727272727272,0.5,100
0.0,0.06027397260273973,0.02727272727272727,0.5,350
0.0,0.0,0.02727272727272727,0.5,60
0.0,0.3589041095890411,0.09999999999999999,0.0,40
0.0,0.0,0.25,0.0,100
0.0,0.0,0.06363636363636363,0.5,132
0.0,0.2,0.19999999999999998,0.0,30
0.0,0.0,0.09090909090909091,0.5,150
0.3333333333333333,0.049315068493150684,0.06363636363636363,0.0,109
0.0,0.18356164383561643,0.031818181818181815,0.0,150
0.0,1.0,0.18636363636363634,0.5,190
0.3333333333333333,0.26575342465753427,0.05454545454545454,0.0,109
0.0,0.0,0.12272727272727273,0.5,200
0.0,0.0,0.031818181818181815,0.0,100
0.0,0.0,0.14545454545454545,0.5,110
0.0,0.37534246575342467,0.031818181818181815,0.5,249
0.0,0.0,0.00909090909090909,0.0,45
0.6666666666666667,0.9945205479452055,0.39999999999999997,0.0,65
0.0,0.0,0.05454545454545454,0.0,55
0.0,0.03287671232876713,0.031818181818181815,0.5,175
0.0,0.7287671232876712,0.013636363636363636,0.5,200
0.0,0.4931506849315069,0.09545454545454544,0.5,126
0.0,0.27945205479452057,0.10909090909090909,0.5,165
0.3333333333333333,0.43561643835616437,0.09090909090909091,0.0,70
0.0,0.0,0.05909090909090909,0.5,100
0.0,0.0,0.10909090909090909,0.0,42
0.0,0.0,0.09545454545454544,0.0,46
0.0,0.0,0.11818181818181818,0.5,133
0.0,0.0,0.11818181818181818,0.5,163
0.0,0.4849315068493151,0.09090909090909091,0.5,225
0.0,0.6438356164383562,0.10454545454545454,0.5,170
0.0,0.4876712328767123,0.02727272727272727,0.5,800
0.3333333333333333,0.39452054794520547,0.2545454545454545,0.0,79
0.3333333333333333,0.0,0.00909090909090909,0.0,69
0.3333333333333333,0.0,0.09090909090909091,0.0,0
0.0,0.09863013698630137,0.23636363636363636,0.5,425
0.3333333333333333,0.0,0.004545454545454545,0.0,129
0.0,0.0,0.16818181818181818,0.5,90
0.0,0.0,0.35454545454545455,0.5,165
1.0,0.915068493150685,0.10454545454545454,1.0,35
0.0,0.4876712328767123,0.24545454545454545,0.0,55
0.0,0.010958904109589041,0.013636363636363636,0.0,70
0.0,0.0,0.08636363636363636,0.0,60
0.0,0.0,0.05454545454545454,0.5,215
0.0,0.0,0.05454545454545454,0.0,80
0.0,0.3287671232876712,0.01818181818181818,0.5,149
0.0,0.0,0.2954545454545454,0.0,50
0.0,0.8794520547945206,0.05454545454545454,0.5,100
0.3333333333333333,0.0,0.013636363636363636,0.5,130
0.0,0.0,0.05909090909090909,0.5,90
0.0,0.03561643835616438,0.3181818181818182,0.5,89
0.0,0.0,0.05454545454545454,0.5,200
0.0,0.016438356164383564,0.00909090909090909,0.5,90
0.0,0.0,0.05454545454545454,0.5,225
0.0,0.0,0.13636363636363635,0.5,95
0.3333333333333333,0.038356164383561646,0.11363636363636363,0.0,93
0.0,0.0,0.12727272727272726,0.5,119
0.0,0.0,0.05909090909090909,0.0,35
0.0,0.1780821917808219,0.8318181818181818,0.5,65
0.0,0.0,0.09999999999999999,0.5,175
0.0,0.0,0.02727272727272727,0.5,100
0.0,0.0,0.12727272727272726,0.5,150
0.0,0.0,0.09545454545454544,0.5,68
1.0,0.9589041095890412,0.24545454545454545,0.0,95
0.0,0.008219178082191782,0.05454545454545454,0.5,160
0.0,0.0,0.08636363636363636,0.5,175
0.0,0.7671232876712328,0.15454545454545454,0.5,240
0.0,0.0,0.09545454545454544,0.0,65
0.0,0.0,0.05454545454545454,0.0,67
0.0,0.0410958904109589,0.013636363636363636,0.5,104
0.3333333333333333,0.9863013698630138,0.5863636363636363,0.0,55
0.0,0.8465753424657534,0.06818181818181818,0.0,65
1.0,0.5808219178082192,0.02727272727272727,0.0,37
0.3333333333333333,0.989041095890411,0.8272727272727273,0.0,30
0.0,0.0,0.09999999999999999,0.0,48
0.6666666666666667,1.0,0.36818181818181817,1.0,65
0.3333333333333333,0.21095890410958903,0.12727272727272726,0.0,90
0.0,0.9397260273972603,0.02727272727272727,0.0,65
0.0,0.008219178082191782,0.00909090909090909,0.5,90
0.3333333333333333,0.0,0.13636363636363635,0.0,90
0.0,0.24383561643835616,0.3090909090909091,0.5,90
0.0,0.0,0.19999999999999998,0.5,95
0.0,0.0,0.02727272727272727,0.5,100
0.3333333333333333,1.0,0.7363636363636363,1.0,27
0.3333333333333333,0.936986301369863,0.1590909090909091,0.0,75
0.0,0.0,0.05454545454545454,0.0,66
0.0,0.019178082191780823,0.21818181818181817,0.5,274
0.0,0.12054794520547946,0.14545454545454545,0.5,600
0.0,1.0,0.13636363636363635,0.0,100
0.0,0.0,0.03636363636363636,0.0,49
0.0,0.904109589041096,0.17727272727272728,0.0,80
0.3333333333333333,0.09863013698630137,0.3181818181818182,0.5,160
0.0,0.8821917808219178,0.3409090909090909,0.0,55
0.0,0.5808219178082192,0.10454545454545454,0.5,125
0.0,0.005479452054794521,0.10454545454545454,0.0,89
0.3333333333333333,0.27945205479452057,0.17727272727272728,0.0,80
0.0,0.0,0.09090909090909091,0.0,80
0.0,0.0,0.05454545454545454,0.0,48
0.0,0.9835616438356164,0.2545454545454545,0.0,103
0.0,0.0,0.09545454545454544,0.0,39
0.3333333333333333,0.3698630136986301,0.3727272727272727,0.5,119
1.0,0.14794520547945206,0.24545454545454545,0.0,53
0.0,0.0,0.049999999999999996,0.0,109
0.0,0.821917808219178,0.23636363636363636,0.5,150
0.0,0.03561643835616438,0.004545454545454545,0.5,180
0.0,0.6767123287671233,0.9681818181818181,0.5,85
0.0,0.0,0.031818181818181815,0.0,80
0.3333333333333333,0.057534246575342465,0.02727272727272727,0.0,65
0.0,0.0,0.1318181818181818,0.5,260
0.6666666666666667,0.4438356164383562,0.049999999999999996,0.5,180
0.3333333333333333,0.0,0.15454545454545454,0.5,250
0.3333333333333333,0.2356164383561644,0.07727272727272727,0.0,60
0.0,0.4821917808219178,0.03636363636363636,0.5,125
0.0,0.0,0.02727272727272727,0.5,125
0.0,0.9424657534246575,0.03636363636363636,0.0,80
0.0,0.3643835616438356,0.09545454545454544,0.0,64
0.0,0.0,0.2545454545454545,0.5,120
0.0,0.0,0.02727272727272727,0.0,120
0.0,0.2054794520547945,0.19545454545454544,0.0,293
0.0,0.6821917808219178,0.10909090909090909,0.0,55
0.6666666666666667,0.6328767123287671,0.12727272727272726,0.5,175
0.0,0.23287671232876714,0.05454545454545454,0.5,105
0.0,0.263013698630137,0.14545454545454545,0.5,196
0.6666666666666667,0.7315068493150685,0.004545454545454545,0.5,325
0.0,0.24383561643835616,0.7772727272727272,0.0,55
0.0,0.7479452054794521,0.10454545454545454,0.5,184
0.0,0.07123287671232877,0.12272727272727273,0.5,499
0.0,0.8164383561643835,0.12727272727272726,0.5,328
0.3333333333333333,0.6712328767123288,0.05454545454545454,0.0,90
0.0,0.12876712328767123,0.05454545454545454,0.5,319
0.3333333333333333,0.22465753424657534,0.00909090909090909,0.0,60
0.3333333333333333,0.4438356164383562,0.06818181818181818,0.0,120
0.3333333333333333,0.0821917808219178,0.09545454545454544,0.0,49
0.6666666666666667,0.9972602739726028,0.20909090909090908,0.0,75
0.0,0.0,0.08636363636363636,0.5,175
0.0,0.0,0.05454545454545454,0.0,100
0.0,0.26575342465753427,0.22272727272727272,0.5,350
0.0,0.24657534246575344,0.09545454545454544,0.0,54
0.0,0.0,0.39545454545454545,0.0,44
0.6666666666666667,0.0,0.10454545454545454,0.0,109
0.0,0.008219178082191782,0.12727272727272726,0.5,175
0.0,0.0,0.3090909090909091,0.5,150
0.0,0.4931506849315069,0.17727272727272728,0.0,50
0.0,0.0,0.05454545454545454,0.0,45
0.3333333333333333,0.8684931506849315,0.10454545454545454,0.5,200
0.3333333333333333,0.0,0.05454545454545454,0.5,110
0.6666666666666667,0.863013698630137,0.7181818181818181,0.0,49
0.0,0.8684931506849315,0.75,0.5,131
0.6666666666666667,0.07945205479452055,0.3227272727272727,0.0,115
0.3333333333333333,0.016438356164383564,0.013636363636363636,0.0,100
0.0,0.8849315068493151,0.45454545454545453,0.0,45
0.0,0.4684931506849315,0.19999999999999998,0.5,150
0.3333333333333333,0.0,0.00909090909090909,0.0,45
0.6666666666666667,0.7315068493150685,0.004545454545454545,0.5,550
0.0,0.0,0.12727272727272726,0.5,160
0.6666666666666667,0.28493150684931506,0.09545454545454544,1.0,43
0.0,0.5671232876712329,0.06363636363636363,0.5,350
0.0,0.12876712328767123,0.01818181818181818,0.5,250
0.3333333333333333,0.5945205479452055,0.24545454545454545,0.5,200
0.0,0.021917808219178082,0.004545454545454545,0.0,185
0.0,0.24383561643835616,0.00909090909090909,0.5,112
0.0,0.0,0.07727272727272727,0.5,145
0.0,0.0136986301369863,0.12727272727272726,0.5,130
0.0,0.0,0.4636363636363636,0.0,70
0.0,0.0,0.05454545454545454,0.5,145
0.0,0.0,0.3090909090909091,0.5,185
0.0,0.07945205479452055,0.08181818181818182,0.0,59
0.0,0.0547945205479452,0.05454545454545454,0.0,70
0.0,0.38904109589041097,0.3318181818181818,0.5,130
0.0,0.0,0.05454545454545454,0.5,150
0.6666666666666667,0.904109589041096,0.09545454545454544,1.0,32
0.0,0.005479452054794521,0.24545454545454545,0.5,110
0.0,0.0410958904109589,0.03636363636363636,0.5,85
0.0,0.8493150684931506,0.12727272727272726,0.5,169
0.0,0.9123287671232877,0.004545454545454545,0.5,140
0.0,0.09863013698630137,0.05454545454545454,0.0,73
0.3333333333333333,1.0,0.06818181818181818,0.5,250
0.0,0.08493150684931507,0.12727272727272726,0.0,120
0.0,0.33424657534246577,0.11363636363636363,0.5,140
0.3333333333333333,0.09315068493150686,0.02727272727272727,0.0,45
0.6666666666666667,0.9534246575342465,0.06818181818181818,0.5,185
0.0,0.0,0.05909090909090909,0.5,250
0.0,0.2273972602739726,0.00909090909090909,0.0,85
0.0,0.3780821917808219,0.1409090909090909,0.0,75
0.0,1.0,0.05909090909090909,0.0,120
0.0,0.0,0.3090909090909091,0.5,130
0.0,0.0,0.08636363636363636,0.5,350
0.6666666666666667,0.043835616438356165,0.05454545454545454,0.0,89
0.3333333333333333,0.12328767123287672,0.5045454545454545,0.0,49
0.3333333333333333,0.6027397260273972,0.08636363636363636,0.0,169
0.0,0.0,0.10454545454545454,0.0,65
0.0,0.7479452054794521,0.10909090909090909,0.5,140
0.3333333333333333,0.13424657534246576,0.022727272727272728,0.5,200
0.6666666666666667,0.7972602739726028,0.02727272727272727,0.0,70
0.3333333333333333,0.8575342465753425,0.8045454545454545,0.0,45
0.0,0.5506849315068493,0.03636363636363636,0.0,97
0.0,0.0,0.2863636363636364,0.5,100
0.0,0.0,0.03636363636363636,0.5,82
0.0,0.03287671232876713,0.03636363636363636,0.5,199
0.3333333333333333,0.09041095890410959,0.06818181818181818,0.5,60
0.0,0.016438356164383564,0.17272727272727273,0.5,175
0.0,0.15342465753424658,0.5636363636363636,0.5,79
0.0,0.16986301369863013,0.39999999999999997,0.0,35
0.0,0.4904109589041096,0.04090909090909091,0.5,180
0.0,0.2219178082191781,0.34545454545454546,0.0,50
0.0,0.0,0.10909090909090909,0.0,45
0.0,0.0,0.10454545454545454,0.0,90
0.0,0.0,0.4636363636363636,0.0,60
0.0,0.0,0.2545454545454545,0.5,90
0.0,0.0,0.09545454545454544,0.0,90
0.0,0.0,0.03636363636363636,0.5,199
0.0,0.0273972602739726,0.05454545454545454,0.0,90
0.0,0.0,0.2545454545454545,0.5,80
0.0,0.06575342465753425,0.19999999999999998,0.5,150
0.0,0.0,0.09999999999999999,0.0,47
0.0,0.18356164383561643,0.13636363636363635,0.5,250
0.0,0.263013698630137,0.05454545454545454,0.5,325
0.0,0.0,0.03636363636363636,0.5,175
0.3333333333333333,0.4602739726027397,0.06818181818181818,0.5,2500
0.0,0.0,0.5318181818181817,0.0,150
0.0,0.23013698630136986,0.15,0.5,175
0.0,0.0,0.14545454545454545,0.0,135
0.0,0.0,0.05454545454545454,0.0,60
0.6666666666666667,0.9561643835616438,0.20909090909090908,0.0,70
0.0,0.010958904109589041,0.11363636363636363,0.5,70
0.0,0.18904109589041096,0.09545454545454544,0.0,79
0.3333333333333333,0.008219178082191782,0.12272727272727273,0.5,173
0.0,0.0,0.004545454545454545,0.0,100
0.0,0.0,0.08636363636363636,0.5,200
0.0,0.11506849315068493,0.12727272727272726,0.5,190
0.0,0.5671232876712329,0.2545454545454545,0.0,69
0.0,0.4904109589041096,0.24545454545454545,0.0,90
0.3333333333333333,0.0,0.6318181818181818,0.0,40
0.0,0.038356164383561646,0.00909090909090909,0.5,130
0.6666666666666667,0.0,0.02727272727272727,0.0,45
0.0,0.0,0.20454545454545453,0.0,60
0.0,0.0,0.08636363636363636,0.5,180
1.0,0.030136986301369864,0.8227272727272726,0.0,35
0.0,0.3863013698630137,0.09545454545454544,0.0,60
0.0,0.526027397260274,0.09545454545454544,0.0,39
0.0,0.06575342465753425,0.06363636363636363,0.5,900
0.0,0.9205479452054794,0.02727272727272727,0.5,120
0.0,0.0,0.10454545454545454,0.5,140
0.0,0.11232876712328767,0.03636363636363636,0.5,125
0.3333333333333333,0.0,0.031818181818181815,0.0,155
0.3333333333333333,0.6821917808219178,0.004545454545454545,0.5,159
0.3333333333333333,0.07945205479452055,0.09090909090909091,0.5,95
0.0,0.4657534246575343,0.05454545454545454,0.5,210
0.0,0.0,0.08636363636363636,0.5,419
0.0,0.0,0.08636363636363636,0.5,230
0.0,0.0,0.004545454545454545,0.5,175
