number_of_reviews,minimum_nights,calculated_host_listings_count,availability_365,neighbourhood_n,room_type_n,price
0.3084260731319555,0.0016012810248198558,0.0,0.07123287671232877,0.08636363636363636,0.0,60
0.003179650238473768,0.0,0.0,0.0,0.08636363636363636,0.0,50
0.27662957074721783,0.0016012810248198558,1.0,0.7890410958904109,0.05454545454545454,0.0,85
0.03815580286168522,0.0024019215372297837,0.0,0.8684931506849315,0.09545454545454544,0.0,65
0.26391096979332274,0.0024019215372297837,0.0,0.5671232876712329,0.1318181818181818,0.5,131
0.033386327503974564,0.004803843074459567,0.0,0.4328767123287671,0.1318181818181818,0.5,250
0.2670906200317965,0.0032025620496397116,0.0,0.0,0.05454545454545454,0.5,100
0.1875993640699523,0.0016012810248198558,0.3333333333333333,0.024657534246575342,0.09545454545454544,0.5,105
0.12877583465818762,0.0016012810248198558,0.0,0.5424657534246575,0.03636363636363636,0.5,140
0.001589825119236884,0.0,0.0,1.0,0.00909090909090909,0.0,89
0.04769475357710652,0.023218574859887906,0.3333333333333333,0.9972602739726028,0.06363636363636363,0.0,98
0.2209856915739269,0.004803843074459567,0.3333333333333333,0.852054794520548,0.02727272727272727,0.5,125
0.017488076311605726,0.0016012810248198558,0.6666666666666667,0.6,0.00909090909090909,0.0,60
0.37042925278219396,0.0008006405124099279,0.6666666666666667,0.936986301369863,0.15,0.5,175
0.10810810810810811,0.0008006405124099279,0.0,0.8547945205479452,0.13636363636363635,0.0,65
0.07313195548489666,0.0024019215372297837,0.3333333333333333,0.6657534246575343,0.049999999999999996,0.5,500
0.5325914149443561,0.0016012810248198558,0.0,0.41643835616438357,0.05454545454545454,0.0,101
0.1399046104928458,0.023218574859887906,0.0,0.024657534246575342,0.07272727272727272,0.5,220
0.25755166931637524,0.07125700560448359,0.3333333333333333,0.37534246575342467,0.02727272727272727,0.5,125
0.046104928457869634,0.023218574859887906,0.0,0.6082191780821918,0.05454545454545454,0.5,80
0.2702702702702703,0.0008006405124099279,0.0,0.947945205479452,0.00909090909090909,0.0,100
0.030206677265500796,0.023218574859887906,0.0,0.5698630136986301,0.15454545454545454,0.5,200
0.5310015898251192,0.0008006405124099279,0.3333333333333333,0.7643835616438356,0.031818181818181815,0.0,59
0.01907790143084261,0.004803843074459567,0.0,0.44931506849315067,0.08636363636363636,0.5,140
0.7424483306836248,0.023218574859887906,0.3333333333333333,0.526027397260274,0.045454545454545456,0.5,120
0.011128775834658189,0.0008006405124099279,1.0,0.8164383561643835,0.08636363636363636,0.5,350
0.06041335453100159,0.0032025620496397116,0.0,0.7123287671232876,0.11818181818181818,0.5,199
0.5151033386327505,0.0016012810248198558,0.0,0.29315068493150687,0.05454545454545454,0.5,325
0.04292527821939587,0.0040032025620496394,0.0,0.5452054794520548,0.03636363636363636,0.5,235
0.18282988871224168,0.0,1.0,0.8191780821917808,0.08636363636363636,0.5,225
0.562798092209857,0.0008006405124099279,0.6666666666666667,0.0547945205479452,0.045454545454545456,0.0,99
0.3100158982511924,0.0008006405124099279,0.0,0.8712328767123287,0.00909090909090909,0.5,170
0.025437201907790145,0.0008006405124099279,0.3333333333333333,0.5917808219178082,0.045454545454545456,0.5,400
0.020667726550079493,0.004803843074459567,0.0,0.6136986301369863,0.03636363636363636,0.5,170
0.0397456279809221,0.0024019215372297837,0.0,0.0,0.08636363636363636,0.5,100
0.014308426073131956,0.0008006405124099279,0.0,0.8876712328767123,0.10909090909090909,0.0,75
0.014308426073131956,0.0,0.0,0.6712328767123288,0.05454545454545454,0.0,90
0.033386327503974564,0.0032025620496397116,0.0,0.5178082191780822,0.12727272727272726,0.5,150
0.057233704292527825,0.011208967173738989,0.0,0.8410958904109589,0.13636363636363635,0.0,85
0.10015898251192369,0.0016012810248198558,0.3333333333333333,0.8493150684931506,0.02727272727272727,0.0,70
0.24642289348171703,0.0016012810248198558,0.6666666666666667,0.5835616438356165,0.00909090909090909,0.5,120
0.41335453100158986,0.0016012810248198558,0.0,0.7616438356164383,0.013636363636363636,0.0,89
0.11605723370429254,0.0032025620496397116,0.0,0.5726027397260274,0.08636363636363636,0.5,185
0.30683624801271864,0.0016012810248198558,0.0,0.0,0.09090909090909091,0.0,50
0.05087440381558029,0.0016012810248198558,0.0,0.043835616438356165,0.10454545454545454,0.5,105
0.0794912559618442,0.0008006405124099279,0.6666666666666667,0.6410958904109589,0.031818181818181815,0.0,130
0.041335453100158986,0.02241793434747798,0.0,0.03287671232876713,0.049999999999999996,0.5,115
0.003179650238473768,0.0008006405124099279,0.0,0.4876712328767123,0.1590909090909091,0.0,77
0.6772655007949127,0.0008006405124099279,0.6666666666666667,0.7534246575342466,0.013636363636363636,0.0,76
0.3608903020667727,0.0016012810248198558,0.3333333333333333,0.4465753424657534,0.02727272727272727,0.5,125
0.13354531001589826,0.0024019215372297837,0.6666666666666667,1.0,0.013636363636363636,0.0,135
0.004769475357710652,0.02241793434747798,0.0,0.09315068493150686,0.09090909090909091,0.5,250
0.015898251192368842,0.0016012810248198558,0.0,0.7671232876712328,0.05454545454545454,0.5,199
0.006359300476947536,0.0008006405124099279,0.0,0.0,0.16363636363636364,0.5,140
0.001589825119236884,0.0008006405124099279,0.0,0.0027397260273972603,0.16818181818181818,0.0,140
0.1971383147853736,0.0016012810248198558,0.3333333333333333,0.4657534246575343,0.02727272727272727,0.5,115
0.017488076311605726,0.0016012810248198558,0.0,0.5150684931506849,0.05454545454545454,0.5,160
0.3815580286168522,0.0024019215372297837,0.0,0.5863013698630137,0.05454545454545454,0.5,195
0.04769475357710652,0.0016012810248198558,0.0,0.6794520547945205,0.08636363636363636,0.5,195
0.3179650238473768,0.0016012810248198558,1.0,0.7178082191780822,0.05454545454545454,0.0,80
0.12559618441971385,0.0024019215372297837,0.0,0.8410958904109589,0.049999999999999996,0.0,156
0.014308426073131956,0.011208967173738989,0.0,0.9287671232876712,0.1318181818181818,0.0,85
0.24642289348171703,0.0016012810248198558,0.0,0.0027397260273972603,0.05454545454545454,0.0,125
0.006359300476947536,0.011208967173738989,0.0,0.736986301369863,0.1318181818181818,0.5,115
0.05405405405405406,0.0008006405124099279,0.0,0.0273972602739726,0.01818181818181818,0.0,69
0.21303656597774245,0.03522818254603683,0.0,0.8547945205479452,0.049999999999999996,0.5,225
0.04292527821939587,0.0040032025620496394,0.0,0.5178082191780822,0.05454545454545454,0.5,125
0.20031796502384738,0.0024019215372297837,0.3333333333333333,0.7945205479452054,0.12727272727272726,0.5,219
0.03656597774244833,0.0016012810248198558,0.0,0.6301369863013698,0.17272727272727273,0.5,475
0.37201907790143085,0.0,0.3333333333333333,0.44931506849315067,0.12727272727272726,0.5,99
0.32114467408585057,0.0024019215372297837,0.3333333333333333,0.1452054794520548,0.05454545454545454,0.0,69
0.044515103338632754,0.023218574859887906,0.0,0.3452054794520548,0.17727272727272728,0.0,79
0.4912559618441972,0.0008006405124099279,0.3333333333333333,0.008219178082191782,0.02727272727272727,0.5,135
0.022257551669316377,0.0016012810248198558,0.0,0.5178082191780822,0.18181818181818182,0.0,250
0.006359300476947536,0.0016012810248198558,0.0,1.0,0.12727272727272726,0.5,250
0.12718600953895073,0.0008006405124099279,0.0,0.0,0.15454545454545454,0.5,250
0.003179650238473768,0.0016012810248198558,0.0,0.0,0.00909090909090909,0.5,80
0.4674085850556439,0.0008006405124099279,0.6666666666666667,0.9205479452054794,0.013636363636363636,0.0,70
0.2384737678855326,0.0008006405124099279,0.6666666666666667,0.936986301369863,0.15,0.5,165
0.26391096979332274,0.0008006405124099279,0.0,0.8547945205479452,0.18636363636363634,0.0,70
0.07472178060413355,0.0008006405124099279,0.0,0.10136986301369863,0.09545454545454544,0.0,50
0.3481717011128776,0.0,0.6666666666666667,0.9671232876712329,0.1909090909090909,0.0,40
0.30683624801271864,0.0008006405124099279,0.0,0.4849315068493151,0.05454545454545454,0.5,150
0.13354531001589826,0.0,1.0,0.8493150684931506,0.08636363636363636,0.0,125
0.1812400635930048,0.0016012810248198558,0.0,0.0,0.19545454545454544,0.5,196
0.33863275039745633,0.0008006405124099279,0.3333333333333333,0.8794520547945206,0.05909090909090909,0.0,110
0.13672496025437203,0.0016012810248198558,0.0,0.673972602739726,0.049999999999999996,0.5,170
0.12718600953895073,0.0016012810248198558,0.6666666666666667,0.6328767123287671,0.00909090909090909,0.5,165
0.06041335453100159,0.020016012810248198,0.0,0.6164383561643836,0.049999999999999996,0.5,150
0.028616852146263912,0.0008006405124099279,0.0,0.0,0.00909090909090909,0.5,100
0.3275039745627981,0.0008006405124099279,0.3333333333333333,0.0,0.05909090909090909,0.0,65
0.19395866454689986,0.0024019215372297837,0.3333333333333333,0.6383561643835617,0.20454545454545453,0.0,99
0.05246422893481718,0.0024019215372297837,0.0,0.0027397260273972603,0.05454545454545454,0.5,200
0.08267090620031797,0.0032025620496397116,0.0,0.049315068493150684,0.07272727272727272,0.5,150
0.20031796502384738,0.0016012810248198558,1.0,0.9397260273972603,0.02727272727272727,0.0,90
0.08108108108108109,0.0016012810248198558,0.6666666666666667,0.684931506849315,0.1318181818181818,0.0,120
0.3163751987281399,0.0016012810248198558,0.0,0.8931506849315068,0.12727272727272726,0.0,75
0.04769475357710652,0.020016012810248198,0.0,0.9972602739726028,0.02727272727272727,0.5,175
0.004769475357710652,0.0016012810248198558,0.0,0.0,0.06363636363636363,0.5,125
0.06518282988871224,0.0,0.0,0.8191780821917808,0.031818181818181815,0.5,275
0.17329093799682035,0.0008006405124099279,0.0,0.5671232876712329,0.10454545454545454,0.5,299
0.24006359300476948,0.0032025620496397116,0.6666666666666667,0.4438356164383562,0.045454545454545456,0.5,135
0.0,0.010408326661329063,0.3333333333333333,0.0,0.12727272727272726,0.0,130
0.45310015898251194,0.0,0.0,0.019178082191780823,0.10454545454545454,0.0,83
0.5961844197138315,0.0,0.0,0.8986301369863013,0.06363636363636363,0.0,123
0.08267090620031797,0.0008006405124099279,0.3333333333333333,1.0,0.20909090909090908,0.0,55
0.015898251192368842,0.0032025620496397116,0.0,0.0,0.031818181818181815,0.5,195
0.017488076311605726,0.0008006405124099279,0.0,0.0,0.02727272727272727,0.0,80
0.5691573926868045,0.0008006405124099279,0.3333333333333333,0.44931506849315067,0.05454545454545454,0.5,249
0.015898251192368842,0.0040032025620496394,0.0,0.9945205479452055,0.031818181818181815,1.0,105
0.0,0.023218574859887906,0.0,1.0,0.00909090909090909,0.0,200
0.3593004769475358,0.0008006405124099279,0.6666666666666667,0.684931506849315,0.1318181818181818,0.0,100
0.21939586645469,0.0,0.6666666666666667,0.8849315068493151,0.1909090909090909,0.0,45
0.32432432432432434,0.0032025620496397116,0.0,0.526027397260274,0.01818181818181818,0.0,100
0.40222575516693165,0.0008006405124099279,0.0,0.3424657534246575,0.05454545454545454,0.5,140
0.03656597774244833,0.0008006405124099279,0.0,0.2493150684931507,0.02727272727272727,0.0,71
0.18282988871224168,0.0008006405124099279,0.0,0.2054794520547945,0.21818181818181817,0.0,130
0.20508744038155804,0.0032025620496397116,0.0,0.7835616438356164,0.049999999999999996,0.5,199
0.13036565977742448,0.0024019215372297837,0.3333333333333333,0.1643835616438356,0.05454545454545454,0.0,69
0.05882352941176471,0.0016012810248198558,0.0,0.0,0.05909090909090909,0.0,68
0.32432432432432434,0.0,0.0,0.526027397260274,0.08636363636363636,0.5,130
0.109697933227345,0.0008006405124099279,0.0,0.1589041095890411,0.09090909090909091,0.5,195
0.02702702702702703,0.0008006405124099279,0.0,0.8,0.22272727272727272,0.5,140
0.35294117647058826,0.0008006405124099279,0.0,0.7643835616438356,0.16363636363636364,0.5,159
0.32591414944356123,0.0016012810248198558,0.0,0.0,0.08636363636363636,0.5,189
0.1494435612082671,0.0016012810248198558,0.0,0.008219178082191782,0.031818181818181815,0.5,250
0.011128775834658189,0.0016012810248198558,0.0,0.9616438356164384,0.08636363636363636,0.5,239
0.17170111287758347,0.0008006405124099279,0.0,0.5506849315068493,0.22727272727272727,0.5,305
0.35294117647058826,0.0016012810248198558,0.3333333333333333,0.6356164383561644,0.00909090909090909,0.5,155
0.7281399046104929,0.0,0.3333333333333333,0.7068493150684931,0.00909090909090909,0.0,60
0.033386327503974564,0.0008006405124099279,0.0,0.7452054794520548,0.07727272727272727,0.0,135
0.02702702702702703,0.004803843074459567,0.0,0.9342465753424658,0.2318181818181818,0.0,120
0.06518282988871224,0.0016012810248198558,0.0,0.6684931506849315,0.10454545454545454,0.5,150
0.109697933227345,0.0008006405124099279,0.0,0.03287671232876713,0.09090909090909091,0.5,135
0.028616852146263912,0.0024019215372297837,0.3333333333333333,0.726027397260274,0.04090909090909091,0.5,250
0.13036565977742448,0.023218574859887906,0.0,0.0,0.004545454545454545,0.5,250
0.1494435612082671,0.0024019215372297837,0.0,0.9013698630136986,0.12272727272727273,0.5,500
0.015898251192368842,0.0032025620496397116,0.0,0.2493150684931507,0.23636363636363636,0.5,225
0.29093799682034976,0.021617293835068052,0.3333333333333333,1.0,0.01818181818181818,0.5,125
0.001589825119236884,0.0008006405124099279,0.0,1.0,0.00909090909090909,0.0,175
0.20190779014308427,0.0008006405124099279,0.0,0.8767123287671232,0.08636363636363636,0.5,99
0.006359300476947536,0.0024019215372297837,0.0,0.0,0.03636363636363636,0.5,195
0.21462639109697934,0.0016012810248198558,0.6666666666666667,0.526027397260274,0.01818181818181818,0.5,140
0.033386327503974564,0.0008006405124099279,0.0,0.0,0.2409090909090909,0.5,135
0.055643879173290944,0.0008006405124099279,0.0,0.9534246575342465,0.06363636363636363,0.5,500
0.015898251192368842,0.010408326661329063,0.3333333333333333,0.0,0.00909090909090909,0.0,80
0.2718600953895072,0.0024019215372297837,0.3333333333333333,0.9671232876712329,0.04090909090909091,0.0,120
0.14626391096979333,0.15932746196957565,0.0,0.3835616438356164,0.004545454545454545,0.5,110
0.3783783783783784,0.0016012810248198558,0.0,0.005479452054794521,0.24545454545454545,0.5,65
0.08903020667726551,0.03923138510808647,0.0,0.15342465753424658,0.08636363636363636,0.5,130
0.17647058823529413,0.0016012810248198558,0.0,0.1863013698630137,0.09545454545454544,0.5,99
0.29411764705882354,0.0016012810248198558,0.3333333333333333,0.8931506849315068,0.08636363636363636,0.5,175
0.0985691573926868,0.006405124099279423,0.3333333333333333,0.20821917808219179,0.06363636363636363,0.5,205
0.1971383147853736,0.0016012810248198558,0.6666666666666667,0.7643835616438356,0.09090909090909091,0.5,285
0.287758346581876,0.0008006405124099279,0.3333333333333333,0.0410958904109589,0.05454545454545454,0.0,59
0.7011128775834659,0.0032025620496397116,0.0,0.6191780821917808,0.2545454545454545,0.5,99
0.07154213036565978,0.0,0.3333333333333333,1.0,0.0,0.0,39
0.014308426073131956,0.010408326661329063,0.3333333333333333,0.0,0.07272727272727272,0.0,60
0.3942766295707472,0.0008006405124099279,0.3333333333333333,0.030136986301369864,0.02727272727272727,0.5,135
0.2273449920508744,0.0032025620496397116,0.3333333333333333,0.8657534246575342,0.08636363636363636,0.5,390
0.057233704292527825,0.0016012810248198558,1.0,0.7698630136986302,0.02727272727272727,0.0,70
0.0,0.004803843074459567,0.3333333333333333,0.8849315068493151,0.08181818181818182,0.0,75
0.022257551669316377,0.012810248198558846,1.0,0.9917808219178083,0.05454545454545454,0.0,60
0.0,0.0016012810248198558,0.0,0.0,0.08636363636363636,0.5,200
0.44356120826709067,0.0016012810248198558,0.0,0.8246575342465754,0.06818181818181818,0.0,100
0.028616852146263912,0.0024019215372297837,1.0,0.5178082191780822,0.02727272727272727,0.0,70
0.0794912559618442,0.0040032025620496394,0.0,0.0,0.06818181818181818,0.0,110
0.3608903020667727,0.0008006405124099279,0.3333333333333333,0.7863013698630137,0.06818181818181818,0.0,60
0.001589825119236884,0.010408326661329063,0.0,0.038356164383561646,0.2409090909090909,0.5,90
0.32273449920508746,0.0008006405124099279,0.3333333333333333,0.2356164383561644,0.08636363636363636,0.0,68
0.33386327503974567,0.0008006405124099279,0.0,0.715068493150685,0.03636363636363636,0.5,115
0.10174880763116058,0.0032025620496397116,0.0,0.1863013698630137,0.02727272727272727,0.0,75
0.0,0.0016012810248198558,0.0,0.0,0.05454545454545454,0.0,60
0.007949125596184421,0.004803843074459567,0.0,0.6328767123287671,0.08636363636363636,0.5,129
0.07790143084260732,0.007205764611689351,0.0,0.41643835616438357,0.05454545454545454,0.5,130
0.2098569157392687,0.0024019215372297837,0.0,0.12602739726027398,0.05454545454545454,0.5,95
0.031796502384737683,0.0016012810248198558,0.0,0.9972602739726028,0.00909090909090909,0.0,75
0.017488076311605726,0.0008006405124099279,0.0,0.673972602739726,0.07272727272727272,0.5,175
0.08108108108108109,0.0016012810248198558,0.0,0.7890410958904109,0.15,0.5,190
0.10651828298887123,0.0016012810248198558,0.0,0.13972602739726028,0.08636363636363636,0.5,212
0.17329093799682035,0.0,0.6666666666666667,0.9972602739726028,0.10454545454545454,0.0,95
0.014308426073131956,0.0008006405124099279,0.0,0.6958904109589041,0.05454545454545454,0.5,140
0.2972972972972973,0.0040032025620496394,0.0,0.5178082191780822,0.00909090909090909,0.5,135
0.34022257551669316,0.0008006405124099279,0.3333333333333333,0.7205479452054795,0.07272727272727272,0.5,150
0.109697933227345,0.0016012810248198558,0.3333333333333333,0.7068493150684931,0.15454545454545454,0.5,190
0.03497615262321145,0.021617293835068052,0.0,0.2821917808219178,0.01818181818181818,0.5,124
0.08903020667726551,0.023218574859887906,0.0,0.11506849315068493,0.05454545454545454,0.5,135
0.1478537360890302,0.0016012810248198558,0.0,0.673972602739726,0.20454545454545453,0.0,122
0.16534181240063595,0.0,0.3333333333333333,0.9972602739726028,0.03636363636363636,0.0,109
0.10174880763116058,0.023218574859887906,0.0,0.8712328767123287,0.00909090909090909,0.0,85
0.20190779014308427,0.0016012810248198558,0.3333333333333333,0.19726027397260273,0.02727272727272727,0.5,145
0.04769475357710652,0.008006405124099277,0.0,0.6821917808219178,0.03636363636363636,0.5,195
0.16852146263910972,0.0008006405124099279,0.6666666666666667,0.7452054794520548,0.15,0.5,250
0.009538950715421305,0.0016012810248198558,0.0,0.8904109589041096,0.09090909090909091,0.0,125
0.30365659777424486,0.0008006405124099279,0.0,0.8164383561643835,0.2409090909090909,0.5,575
0.07631160572337044,0.023218574859887906,0.0,0.0958904109589041,0.03636363636363636,0.5,150
0.07472178060413355,0.0032025620496397116,0.0,0.5561643835616439,0.09545454545454544,0.0,70
0.1907790143084261,0.0008006405124099279,0.0,0.36164383561643837,0.08181818181818182,0.0,90
0.08267090620031797,0.0016012810248198558,0.0,0.0136986301369863,0.08636363636363636,0.0,65
0.07631160572337044,0.0008006405124099279,1.0,0.8136986301369863,0.08636363636363636,0.5,500
0.05087440381558029,0.0016012810248198558,0.3333333333333333,0.7561643835616438,0.13636363636363635,0.5,250
0.06836248012718601,0.01921537229783827,0.0,0.27945205479452057,0.04090909090909091,0.5,125
0.06200317965023848,0.023218574859887906,0.0,0.6876712328767123,0.049999999999999996,0.5,200
0.0794912559618442,0.0,0.0,0.5150684931506849,0.09090909090909091,0.5,229
0.006359300476947536,0.023218574859887906,0.3333333333333333,0.947945205479452,0.2681818181818182,0.5,90
0.06041335453100159,0.009607686148919135,0.0,0.0,0.03636363636363636,0.5,110
0.046104928457869634,0.0016012810248198558,0.0,0.0410958904109589,0.09090909090909091,0.0,59
0.09379968203497616,0.0024019215372297837,0.0,0.19452054794520549,0.05454545454545454,0.5,195
0.10810810810810811,0.0,0.3333333333333333,0.589041095890411,0.05454545454545454,0.5,169
0.041335453100158986,0.010408326661329063,0.6666666666666667,0.6931506849315069,0.01818181818181818,0.5,113
0.0492845786963434,0.010408326661329063,0.0,0.2136986301369863,0.00909090909090909,0.5,250
0.314785373608903,0.0008006405124099279,0.0,0.7041095890410959,0.2545454545454545,0.5,115
0.001589825119236884,0.0008006405124099279,0.0,0.0,0.09090909090909091,0.0,55
0.3497615262321145,0.0008006405124099279,0.3333333333333333,0.021917808219178082,0.05454545454545454,0.0,69
0.4546899841017488,0.0016012810248198558,0.0,0.5232876712328767,0.10454545454545454,0.5,150
